			Values		
2025	06	0303040068-TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLASICA	1	R$ 820,32	R$ 820,32
2025	06	0303040076-TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL	1	R$ 610,88	R$ 610,88
2025	06	0303040084-TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU LEVE)	14	R$ 3.397,40	R$ 242,67
2025	06	0303040092-TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU MEDIO)	7	R$ 10.275,71	R$ 1.467,96
2025	06	0303040106-TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE	1	R$ 733,96	R$ 733,96
2025	06	0303040122-TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL	5	R$ 6.229,02	R$ 1.245,80
2025	06	0303040130-TRATAMENTO CLINICO DAS MIELITES / MIELOPATIAS	1	R$ 5.293,88	R$ 5.293,88
2025	06	0303040149-TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)	16	R$ 28.718,77	R$ 1.794,92
2025	06	0303040157-TRATAMENTO DE COMPLICACOES DA HIDROCEFALIA	2	R$ 1.018,74	R$ 509,37
2025	06	0303040165-TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS	15	R$ 32.839,45	R$ 2.189,30
2025	06	0303040181-TRATAMENTO DE DOENCA DE PARKINSON	1	R$ 493,92	R$ 493,92
2025	06	0303040190-TRATAMENTO DE DOENCA DOS NEURONIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS	2	R$ 1.021,29	R$ 510,65
2025	06	0303040203-TRATAMENTO DE DOENCAS NEURODEGENERATIVAS	2	R$ 1.115,56	R$ 557,78
2025	06	0303040246-TRATAMENTO DE INTERCORRENCIAS DE DOENCAS NEUROMUSCULARES	1	R$ 1.451,30	R$ 1.451,30
2025	06	0303040254-TRATAMENTO DE MIASTENIA GRAVE	1	R$ 174,85	R$ 174,85
2025	06	0303040262-TRATAMENTO DE POLINEUROPATIAS	2	R$ 4.533,49	R$ 2.266,75
2025	06	0303040289-TRATAMENTO DE SURTO DE ESCLEROSE MULTIPLA	9	R$ 3.949,42	R$ 438,82
2025	06	0303040297-TRATAMENTO DE PROCESSO TOXI-INFECCIOSO DO CEREBRO OU DA MEDULA ESPINHAL	3	R$ 2.094,95	R$ 698,32
2025	06	0303040300-TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUEMICO AGUDO COM USO DE TROMBOLITICO	4	R$ 9.199,71	R$ 2.299,93
2025	06	0303050136-TRATAMENTO CLINICO DE INTERCORRENCIAS OFTALMOLOGICAS	5	R$ 1.830,39	R$ 366,08
2025	06	0303050144-TRATAMENTO CLINICO DE INTERCORRENCIAS OFTALMOLOGICAS DE ORIGEM INFECCIOSA	2	R$ 584,54	R$ 292,27
2025	06	0303060018-TRATAMENTO DE ANEURISMA DA AORTA	1	R$ 1.350,14	R$ 1.350,14
2025	06	0303060026-TRATAMENTO DE ARRITMIAS	8	R$ 8.524,45	R$ 1.065,56
2025	06	0303060042-TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA	8	R$ 14.757,69	R$ 1.844,71
2025	06	0303060093-TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES	1	R$ 1.004,94	R$ 1.004,94
2025	06	0303060107-TRATAMENTO DE CRISE HIPERTENSIVA	14	R$ 7.091,48	R$ 506,53
2025	06	0303060131-TRATAMENTO DE EDEMA AGUDO DE PULMAO	3	R$ 12.310,41	R$ 4.103,47
2025	06	0303060140-TRATAMENTO DE EMBOLIA PULMONAR	1	R$ 769,17	R$ 769,17
2025	06	0303060166-TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA	2	R$ 40.010,36	R$ 20.005,18
2025	06	0303060190-TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO	15	R$ 61.491,60	R$ 4.099,44
2025	06	0303060212-TRATAMENTO DE INSUFICIENCIA CARDIACA	4	R$ 34.679,27	R$ 8.669,82
2025	06	0303060220-TRATAMENTO DE LINFADENITES INESPECIFICAS	1	R$ 1.277,57	R$ 1.277,57
2025	06	0303060263-TRATAMENTO DE PE DIABETICO COMPLICADO	1	R$ 482,51	R$ 482,51
2025	06	0303060280-TRATAMENTO DE SINDROME CORONARIANA AGUDA	6	R$ 8.637,54	R$ 1.439,59
2025	06	0303060298-TRATAMENTO DE TROMBOSE VENOSA PROFUNDA	2	R$ 3.083,76	R$ 1.541,88
2025	06	0303060301-TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA	1	R$ 347,93	R$ 347,93
2025	06	0303070064-TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO	4	R$ 1.194,08	R$ 298,52
2025	06	0303070072-TRATAMENTO DE DOENCAS DO FIGADO	3	R$ 4.914,53	R$ 1.638,18
2025	06	0303070099-TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS	2	R$ 1.035,27	R$ 517,64
2025	06	0303070102-TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO	53	R$ 36.153,32	R$ 682,14
2025	06	0303070110-TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO	5	R$ 2.514,13	R$ 502,83
2025	06	0303070129-TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS	7	R$ 5.707,39	R$ 815,34
2025	06	0303080051-TRATAMENTO DE DERMATITES E ECZEMAS	3	R$ 1.162,17	R$ 387,39
2025	06	0303080060-TRATAMENTO DE ESTAFILOCOCCIAS	7	R$ 4.615,22	R$ 659,32
2025	06	0303080078-TRATAMENTO DE ESTREPTOCOCCIAS	4	R$ 27.181,32	R$ 6.795,33
2025	06	0303080086-TRATAMENTO DE FARMACODERMIAS	1	R$ 186,16	R$ 186,16
2025	06	0303090235-TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE	1	R$ 463,33	R$ 463,33
2025	06	0303090316-TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS	1	R$ 1.870,64	R$ 1.870,64
2025	06	0303100010-TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO	1	R$ 952,56	R$ 952,56
2025	06	0303100044-TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ	12	R$ 8.501,84	R$ 708,49
2025	06	0303110015-TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR	3	R$ 7.384,29	R$ 2.461,43
2025	06	0303110040-TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO	3	R$ 36.144,04	R$ 12.048,01
2025	06	0303110104-TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS	1	R$ 2.961,52	R$ 2.961,52
2025	06	0303130016-ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS	3	R$ 6.684,07	R$ 2.228,02
2025	06	0303130024-ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES	8	R$ 2.968,28	R$ 371,04
2025	06	0303130032-ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS	2	R$ 6.701,63	R$ 3.350,82
2025	06	0303130059-TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS	15	R$ 44.330,14	R$ 2.955,34
2025	06	0303130067-TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS	4	R$ 4.020,87	R$ 1.005,22
2025	06	0303130075-TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO	3	R$ 4.401,14	R$ 1.467,05
2025	06	0303140046-TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES	17	R$ 19.581,25	R$ 1.151,84
2025	06	0303140070-TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE	2	R$ 459,72	R$ 229,86
2025	06	0303140100-TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES	7	R$ 2.700,16	R$ 385,74
2025	06	0303140119-TRATAMENTO DE OUTRAS DOENCAS DA PLEURA	8	R$ 7.528,12	R$ 941,02
2025	06	0303140135-TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO	7	R$ 25.824,47	R$ 3.689,21
2025	06	0303140143-TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES	39	R$ 169.495,30	R$ 4.346,03
2025	06	0303140151-TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)	46	R$ 99.748,16	R$ 2.168,44
2025	06	0303150017-TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS	2	R$ 134,62	R$ 67,31
2025	06	0303150025-TRATAMENTO DE DOENCAS GLOMERULARES	9	R$ 11.033,02	R$ 1.225,89
2025	06	0303150033-TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS	1	R$ 198,81	R$ 198,81
2025	06	0303150050-TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO	17	R$ 7.064,89	R$ 415,58
2025	06	0303160020-TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL	1	R$ 337,45	R$ 337,45
2025	06	0303160039-TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL	8	R$ 36.226,10	R$ 4.528,26
2025	06	0303160047-TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO	6	R$ 16.285,60	R$ 2.714,27
2025	06	0303160055-TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL	5	R$ 54.323,98	R$ 10.864,80
2025	06	0303160063-TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL	15	R$ 175.407,59	R$ 11.693,84
2025	06	0303170131-TRATAMENTO CLINICO EM SAUDE MENTAL EM SITUACAO DE RISCO ELEVADO DE SUICIDIO.	9	R$ 2.728,39	R$ 303,15
2025	06	0303170140-TRATAMENTO CLINICO PARA CONTENCAO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO	3	R$ 5.152,79	R$ 1.717,60
2025	06	0303170158-TRATAMENTO CLINICO PARA AVALIACAO DIAGNOSTICA E ADEQUACAO TERAPEUTICA, INCLUINDO NECESSIDADES DE SAUDE DECORRENTES DO USO DE ALCOOL E OUTRAS DROGAS	3	R$ 413,39	R$ 137,80
2025	06	0303170166-TRATAMENTO CLINICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ALCOOL	2	R$ 115,00	R$ 57,50
2025	06	0303170174-TRATAMENTO CLINICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE “CRACK”.	2	R$ 343,00	R$ 171,50
2025	06	0303170182-TRATAMENTO CLINICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OUTRAS SUBSTANCIAS PSICOATIVAS	5	R$ 3.907,76	R$ 781,55
2025	06	0304080020-INTERNACAO P/ QUIMIOTERAPIA DE ADMINISTRACAO CONTINUA	34	R$ 80.478,25	R$ 2.367,01
2025	06	0304080039-INTERNACAO P/ QUIMIOTERAPIA DE LEUCEMIAS AGUDAS / CRONICAS AGUDIZADAS	25	R$ 171.687,09	R$ 6.867,48
2025	06	0304100013-TRATAMENTO DE INTERCORRENCIAS CLINICAS DE PACIENTE ONCOLOGICO	21	R$ 3.570,38	R$ 170,02
2025	06	0304100021-TRATAMENTO CLINICO DE PACIENTE ONCOLOGICO	53	R$ 67.584,68	R$ 1.275,18
2025	06	0305010174-TRATAMENTO DE INTERCORRENCIA EM PACIENTE RENAL CRONICO SOB TRATAMENTO DIALITICO ( POR DIA)	8	R$ 9.757,72	R$ 1.219,72
2025	06	0305020013-TRATAMENTO DA PIELONEFRITE	8	R$ 11.984,06	R$ 1.498,01
2025	06	0305020021-TRATAMENTO DE CALCULOSE RENAL	5	R$ 2.181,60	R$ 436,32
2025	06	0305020048-TRATAMENTO DE INSUFICIENCIA RENAL AGUDA	1	R$ 5.818,54	R$ 5.818,54
2025	06	0305020056-TRATAMENTO DA DOENCA RENAL CRONICA - DRC	3	R$ 9.907,56	R$ 3.302,52
2025	06	0308010019-TRATAMENTO CLINICO/CONSERVADOR DE TRAUMATISMOS DE QUALQUER LOCALIZACAO	9	R$ 4.266,42	R$ 474,05
2025	06	0308010035-TRATAMENTO DE TRAUMATISMOS C/ LESAO DE ORGAO INTRA-TORACICO E INTRA-ABDOMINAL	3	R$ 1.837,65	R$ 612,55
2025	06	0308020030-TRATAMENTO DE INTOXICACAO OU ENVENENAMENTO POR EXPOSICAO A MEDICAMENTO E SUBSTANCIAS DE USO NAO MEDICINAL	2	R$ 446,41	R$ 223,21
2025	06	0308030010-TRATAMENTO DE EFEITOS DA PENETRACAO DE CORPO ESTRANHO EM ORIFICIO NATURAL	3	R$ 767,19	R$ 255,73
2025	06	0308030036-TRATAMENTO DE QUEIMADURAS CORROSOES E GELADURAS	1	R$ 916,51	R$ 916,51
2025	06	0308040015-TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS	10	R$ 5.759,07	R$ 575,91
2025	06	0310010039-PARTO NORMAL	62	R$ 35.396,76	R$ 570,92
2025	06	0310010047-PARTO NORMAL EM GESTACAO DE ALTO RISCO	18	R$ 13.135,26	R$ 729,74
2025	06	0401020045-EXCISAO E ENXERTO DE PELE (HEMANGIOMA, NEVUS OU TUMOR )	3	R$ 1.102,86	R$ 367,62
2025	06	0401020053-EXCISAO E SUTURA DE LESAO NA PELE C/ PLASTICA EM Z OU ROTACAO DE RETALHO	2	R$ 721,64	R$ 360,82
2025	06	0401020070-EXERESE DE CISTO DERMOIDE	3	R$ 560,76	R$ 186,92
2025	06	0401020100-EXTIRPACAOE SUPRESSAO DE LESAO DE PELE E DE TECIDO CELULAR SUBCUTANEO	18	R$ 3.105,02	R$ 172,50
2025	06	0402010043-TIREOIDECTOMIA TOTAL	2	R$ 902,76	R$ 451,38
2025	06	0402020022-SUPRARRENALECTOMIA UNILATERAL	1	R$ 754,52	R$ 754,52
2025	06	0403010012-CRANIOPLASTIA	1	R$ 2.002,26	R$ 2.002,26
2025	06	0403010020-CRANIOTOMIA DESCOMPRESSIVA	2	R$ 22.791,81	R$ 11.395,91
2025	06	0403010098-DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA	5	R$ 28.532,50	R$ 5.706,50
2025	06	0403010101-DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE	10	R$ 47.737,71	R$ 4.773,77
2025	06	0403010128-MICROCIRURGIA CEREBRAL ENDOSCOPICA	1	R$ 4.916,42	R$ 4.916,42
2025	06	0403010160-RETIRADA DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE	1	R$ 3.046,65	R$ 3.046,65
2025	06	0403010225-TRATAMENTO CIRURGICO DE DISRAFISMO ABERTO	2	R$ 4.968,55	R$ 2.484,28
2025	06	0403010241-TRATAMENTO CIRURGICO DE FISTULA LIQUORICA CRANIANA	1	R$ 14.155,85	R$ 14.155,85
2025	06	0403010314-TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO	1	R$ 3.024,08	R$ 3.024,08
2025	06	0403010390-DRENAGEM LIQUORICA LOMBAR EXTERNA	1	R$ 12.906,53	R$ 12.906,53
2025	06	0403020042-MICROCIRURGIA DE PLEXO BRAQUIAL COM MICROENXERTIA	1	R$ 1.521,84	R$ 1.521,84
2025	06	0403020050-MICRONEUROLISE DE NERVO PERIFERICO	1	R$ 785,04	R$ 785,04
2025	06	0403020123-TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO	6	R$ 2.085,72	R$ 347,62
2025	06	0403020131-TRATAMENTO MICROCIRURGICO DE TUMOR DE NERVO PERIFERICO / NEUROMA	1	R$ 459,18	R$ 459,18
2025	06	0403030021-CRANIOTOMIA PARA BIOPSIA ENCEFALICA (COM TECNICA COMPLEMENTAR)	1	R$ 6.260,81	R$ 6.260,81
2025	06	0403030048-CRANIOTOMIA PARA RETIRADA DE TUMOR INTRACRANIANO	1	R$ 6.025,09	R$ 6.025,09
2025	06	0403050030-BLOQUEIOS PROLONGADOS DE SISTEMA NERVOSO PERIFERICO / CENTRAL COM BOMBA DE INFUSAO	1	R$ 564,29	R$ 564,29
2025	06	0403050073-MICROCIRURGIA COM RIZOTOMIA A CEU ABERTO	6	R$ 9.471,96	R$ 1.578,66
2025	06	0403050154-TRATAMENTO DE LESAO DO SISTEMA NEUROVEGETATIVO POR AGENTES QUIMICOS	4	R$ 6.064,72	R$ 1.516,18
2025	06	0404010024-AMIGDALECTOMIA	9	R$ 9.673,00	R$ 1.074,78
2025	06	0404010032-AMIGDALECTOMIA COM ADENOIDECTOMIA	14	R$ 16.605,34	R$ 1.186,10
2025	06	0404010059-DRENAGEM DE ABSCESSO FARINGEO	4	R$ 28.826,08	R$ 7.206,52
2025	06	0404010113-EXERESE DE PAPILOMA EM LARINGE	8	R$ 4.022,52	R$ 502,82
2025	06	0404010130-EXTIRPACAO DE TUMOR DO CAVUM E FARINGE	1	R$ 242,23	R$ 242,23
2025	06	0404010229-MASTOIDECTOMIA SUBTOTAL	2	R$ 1.266,44	R$ 633,22
2025	06	0404010237-MICROCIRURGIA OTOLOGICA	1	R$ 376,75	R$ 376,75
2025	06	0404010318-RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ	2	R$ 1.210,35	R$ 605,18
2025	06	0404010326-SINUSOTOMIA BILATERAL	2	R$ 2.461,57	R$ 1.230,79
2025	06	0404010350-TIMPANOPLASTIA (UNI / BILATERAL)	5	R$ 9.316,31	R$ 1.863,26
2025	06	0404010377-TRAQUEOSTOMIA	2	R$ 1.720,20	R$ 860,10
2025	06	0404010415-TURBINECTOMIA	8	R$ 8.621,74	R$ 1.077,72
2025	06	0404010482-SEPTOPLASTIA PARA CORRECAO DE DESVIO	2	R$ 1.979,68	R$ 989,84
2025	06	0404010571-CIRURGIA DE IMPLANTE COCLEAR UNILATERAL	2	R$ 91.089,62	R$ 45.544,81
2025	06	0404020070-RESSECCAO DE GLANDULA SALIVAR	1	R$ 202,88	R$ 202,88
2025	06	0404020224-RECONSTRUCAO TOTAL DE CAVIDADE ORBITARIA	1	R$ 1.139,15	R$ 1.139,15
2025	06	0404020380-TRATAMENTO CIRURGICO DE OSTEOMIELITE DE OSSOS DA FACE	4	R$ 2.163,44	R$ 540,86
2025	06	0404020399-TRATAMENTO CIRURGICO DE PARALISIA FACIAL (SUSPENSAO DE HEMIFACE)	1	R$ 436,87	R$ 436,87
2025	06	0404020453-OSTEOTOMIA DA MAXILA	2	R$ 2.110,54	R$ 1.055,27
2025	06	0404020461-OSTEOTOMIA DA MANDIBULA	1	R$ 659,03	R$ 659,03
2025	06	0404020500-OSTEOSSINTESE DA FRATURA COMPLEXA DA MANDIBULA	5	R$ 8.696,45	R$ 1.739,29
2025	06	0404020518-OSTEOSSINTESE DE FRATURA COMPLEXA DA MAXILA	1	R$ 2.074,57	R$ 2.074,57
2025	06	0404020526-OSTEOSSINTESE DE FRATURA DO COMPLEXO ORBITO-ZIGOMATICO-MAXILAR	1	R$ 858,69	R$ 858,69
2025	06	0404020542-REDUCAO CIRURGICA DE FRATURA DOS OSSOS PROPRIOS DO NARIZ	2	R$ 504,80	R$ 252,40
2025	06	0404020658-TRATAMENTO CIRURGICO DE OSTEOMA, ODONTOMA /OUTRAS LESOES ESPECIFICADAS	1	R$ 341,20	R$ 341,20
2025	06	0404020690-OSTEOTOMIA CRANIO-FACIAL	2	R$ 6.497,55	R$ 3.248,78
2025	06	0405010036-DACRIOCISTORRINOSTOMIA	8	R$ 5.835,02	R$ 729,38
2025	06	0405010079-EXERESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS	1	R$ 162,75	R$ 162,75
2025	06	0405010125-RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA	10	R$ 3.537,30	R$ 353,73
2025	06	0405010133-RECONSTITUICAO TOTAL DE PALPEBRA	1	R$ 1.138,67	R$ 1.138,67
2025	06	0405010150-SONDAGEM DE CANAL LACRIMAL SOB ANESTESIA GERAL	1	R$ 203,74	R$ 203,74
2025	06	0405010176-SUTURA DE PALPEBRAS	16	R$ 4.541,66	R$ 283,85
2025	06	0405020015-CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS)	13	R$ 22.358,88	R$ 1.719,91
2025	06	0405030177-VITRECTOMIA POSTERIOR COM INFUSAO DE PERFLUOCARBONO/OLEO DE SILICONE/ENDOLASER	1	R$ 4.785,84	R$ 4.785,84
2025	06	0405040016-CORRECAO CIRURGICA DE LAGOFTALMO	1	R$ 297,24	R$ 297,24
2025	06	0405040059-DESCOMPRESSAO DE ORBITA	1	R$ 734,66	R$ 734,66
2025	06	0405040067-ENUCLEACAO DE GLOBO OCULAR	1	R$ 507,58	R$ 507,58
2025	06	0405040075-EVISCERACAO DE GLOBO OCULAR	2	R$ 1.267,04	R$ 633,52
2025	06	0405040083-EXENTERACAO DE ORBITA	1	R$ 3.574,35	R$ 3.574,35
2025	06	0405040105-EXPLANTE DE LENTE INTRA OCULAR	1	R$ 846,19	R$ 846,19
2025	06	0405040202-TRATAMENTO DE PTOSE PALPEBRAL	4	R$ 1.896,91	R$ 474,23
2025	06	0405050097-FACECTOMIA COM IMPLANTE DE LENTE INTRA-OCULAR	3	R$ 1.594,80	R$ 531,60
2025	06	0405050232-RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO	1	R$ 794,89	R$ 794,89
2025	06	0405050321-TRABECULECTOMIA	6	R$ 5.618,70	R$ 936,45
2025	06	0405050372-FACOEMULSIFICACAO COM IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL	40	R$ 30.864,00	R$ 771,60
2025	06	0405050402-RADIACAO PARA CROSS LINKING CORNEANO	3	R$ 1.118,16	R$ 372,72
2025	06	0406010374-CORRECAO DE JANELA AORTO-PULMONAR (CRIANCA E ADOLESCENTE)	1	R$ 31.545,40	R$ 31.545,40
2025	06	0406010420-CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES (CRIANCA E ADOLESCENTE)	1	R$ 34.898,54	R$ 34.898,54
2025	06	0406010560-IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA UNICA TRANSVENOSO	1	R$ 45.345,96	R$ 45.345,96
2025	06	0406010587-IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO	2	R$ 87.177,77	R$ 43.588,89
2025	06	0406010633-IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO TRANSVENOSO	1	R$ 29.410,73	R$ 29.410,73
2025	06	0406010650-IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO	4	R$ 35.093,00	R$ 8.773,25
2025	06	0406010676-IMPLANTE DE MARCAPASSO DE CAMARA UNICA TRANSVENOSO	1	R$ 10.285,57	R$ 10.285,57
2025	06	0406010862-REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO	2	R$ 1.925,90	R$ 962,95
2025	06	0406010927-REVASCULARIZACAO MIOCARDICA COM USO DE EXTRACORPOREA	1	R$ 32.574,37	R$ 32.574,37
2025	06	0406010935-REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA (C/ 2 OU MAIS ENXERTOS)	2	R$ 41.960,26	R$ 20.980,13
2025	06	0406010951-REVASCULARIZACAO MIOCARDICA S/ USO DE EXTRACORPOREA (C/ 2 OU MAIS ENXERTOS)	1	R$ 38.892,66	R$ 38.892,66
2025	06	0406011133-TROCA DE GERADOR DE MARCAPASSO DE CAMARA UNICA	1	R$ 5.240,62	R$ 5.240,62
2025	06	0406011427-CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL (CRIANCA E ADOLESCENTE)	1	R$ 13.365,06	R$ 13.365,06
2025	06	0406011451-FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANCA E ADOLESCENTE)	2	R$ 32.164,27	R$ 16.082,14
2025	06	0406020043-ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL	2	R$ 11.947,33	R$ 5.973,67
2025	06	0406020078-IMPLANTACAO DE CATETER DE LONGA PERMANENCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL)	5	R$ 2.244,18	R$ 448,84
2025	06	0406020124-EMBOLECTOMIA ARTERIAL	1	R$ 2.296,12	R$ 2.296,12
2025	06	0406020159-EXERESE DE GANGLIO LINFATICO	5	R$ 561,95	R$ 112,39
2025	06	0406020353-PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL	2	R$ 10.612,51	R$ 5.306,26
2025	06	0406020370-PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA	3	R$ 6.262,61	R$ 2.087,54
2025	06	0406020426-REVASCULARIZACAO DO MEMBRO SUPERIOR	2	R$ 5.190,92	R$ 2.595,46
2025	06	0406030014-ANGIOPLASTIA CORONARIANA	2	R$ 17.243,58	R$ 8.621,79
2025	06	0406030022-ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS	17	R$ 182.368,31	R$ 10.727,55
2025	06	0406030030-ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT	11	R$ 93.988,18	R$ 8.544,38
2025	06	0406030049-ANGIOPLASTIA CORONARIANA PRIMARIA	9	R$ 85.075,00	R$ 9.452,78
2025	06	0406040052-ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)	2	R$ 11.420,98	R$ 5.710,49
2025	06	0406040060-ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NAO RECOBERTO)	4	R$ 28.201,99	R$ 7.050,50
2025	06	0406040168-CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL E ILIACAS COM ENDOPROTESE BIFURCADA	1	R$ 34.855,01	R$ 34.855,01
2025	06	0406040192-EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIOGRAFICO)	1	R$ 6.182,25	R$ 6.182,25
2025	06	0406040206-EMBOLIZACAO DE MALFORMACAO VASCULAR ARTERIO-VENOSA (INCLUI ESTUDO ANGIOGRAFICO)	1	R$ 1.948,57	R$ 1.948,57
2025	06	0406040214-EMBOLIZACAO DE MALFORMACAO VASCULAR POR PUNCAO DIRETA (INCLUI DROGAS EMBOLIZANTES)	1	R$ 1.065,36	R$ 1.065,36
2025	06	0406040222-FECHAMENTO PERCUTANEO DE FISTULAS ARTERIOVENOSAS COM LIBERACAO DE COILS	1	R$ 4.735,44	R$ 4.735,44
